delivery_id,delivery_partner,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_cost,sla_expected_hours,delivery_rating,effective_speed_kmph,weather_factor,base_travel_time_hours,actual_delivery_time_hours,delay_hours,sla_breach_flag,cost_per_km,weight_cost_ratio,delay_bucket,sla_breach,cost_leakage_flag,
DEL11934,delhivery,ev van,same day,north,stormy,289.6,33.05,1632.7206,6,2,40,0.8,9.05,11.27,5.27,1,5.64,49.4,SLA Breach,Breach,0,
DEL11935,xpressbees,scooter,same day,west,cold,31.8,24.33,331.99,4,5,40,0.8,0.99,1.21,0,0,10.44,13.65,On Time,On Time,1,
DEL11936,blue dart,ev bike,two day,central,cold,65.4,23.27,396.81,17,5,30,0.8,2.73,3.29,0,0,6.07,17.05,On Time,On Time,0,
DEL11937,ekart,bike,express,central,stormy,6,1.22,95.6674,8,3,35,0.8,0.21,0.71,0,0,15.94,78.42,On Time,On Time,1,
DEL11938,dhl,bike,standard,central,stormy,74.8,19.18,431.54,17,4,35,0.8,2.67,3.52,0,0,5.77,22.5,On Time,On Time,0,
DEL11939,shadowfax,van,same day,south,stormy,121.3,5.73,723.69,5,5,45,0.8,3.37,3.39,0,0,5.97,126.3,On Time,On Time,0,
DEL11940,shadowfax,ev van,same day,north,foggy,111.5,31.21,751.13,5,5,40,0.65,4.29,6.85,1.85,1,6.74,24.07,SLA Risk,Breach,0,
DEL11941,amazon logistics,van,same day,south,clear,15.3,35.52,283.06,4,5,45,1,0.34,0.91,0,0,18.5,7.97,On Time,On Time,1,
DEL11942,ekart,van,standard,east,stormy,174.1,47.36,1012.58,18,5,45,0.8,4.84,6.85,0,0,5.82,21.38,On Time,On Time,0,
DEL11943,dhl,ev bike,same day,central,cold,83.8,38.27,633.81,5,5,30,0.8,3.49,4.41,0,0,7.56,16.56,On Time,On Time,0,
DEL11944,dhl,ev bike,same day,south,hot,18.2,48.54,336.62,4,4,30,0.8,0.76,0.84,0,0,18.5,6.93,On Time,On Time,1,
DEL11945,delhivery,ev bike,express,south,rainy,120.4,11.54,686.62,9,2,30,0.75,5.35,7.67,0,0,5.7,59.5,On Time,On Time,0,
DEL11946,xpressbees,bike,express,central,stormy,278.6,34.51,1546.53,10,2,35,0.8,9.95,12.23,2.23,1,5.55,44.81,SLA Risk,Breach,0,
DEL11947,fedex,ev van,standard,central,foggy,274.5,13.03,1411.59,18,4,40,0.65,10.56,15.39,0,0,5.14,108.33,On Time,On Time,0,
DEL11948,fedex,scooter,standard,west,cold,62.1,8.58,336.24,17,4,40,0.8,1.94,2.57,0,0,5.41,39.19,On Time,On Time,0,
DEL11949,ecom express,truck,same day,north,stormy,55.9,25.55,456.15,5,4,38,0.8,1.84,1.86,0,0,8.16,17.85,On Time,On Time,0,
DEL11950,blue dart,ev bike,express,east,foggy,197.6,25.4,1114.2,10,3,30,0.65,10.13,14.71,4.71,1,5.64,43.87,SLA Breach,Breach,0,
DEL11951,ecom express,scooter,same day,south,cold,267.6,47.03,1579.09,6,3,40,0.8,8.36,10.75,4.75,1,5.9,33.58,SLA Breach,Breach,0,
DEL11952,xpressbees,ev bike,same day,north,rainy,161.5,31.03,1000.59,6,2,30,0.75,7.18,10.9,4.9,1,6.2,32.25,SLA Breach,Breach,0,
DEL11953,blue dart,truck,same day,north,rainy,176.9,19.94,1044.32,6,5,38,0.75,6.21,10.03,4.03,1,5.9,52.37,SLA Breach,Breach,0,
DEL11954,xpressbees,bike,two day,south,rainy,181.2,32.04,1002.12,18,4,35,0.75,6.9,10.44,0,0,5.53,31.28,On Time,On Time,0,
DEL11955,xpressbees,scooter,standard,north,hot,196.8,5.02,999.06,18,4,40,0.8,6.15,9.05,0,0,5.08,199.02,On Time,On Time,0,
DEL11956,dhl,ev bike,standard,north,hot,272.5,45.57,1499.21,18,4,30,0.8,11.35,13.58,0,0,5.5,32.9,On Time,On Time,0,
DEL11957,dhl,bike,express,south,hot,194.7,14.97,1068.41,10,5,35,0.8,6.95,9.06,0,0,5.49,71.37,On Time,On Time,0,
DEL11958,amazon logistics,van,standard,east,cold,38.2,10.71,223.13,16,4,45,0.8,1.06,1.44,0,0,5.84,20.83,On Time,On Time,0,
DEL11959,blue dart,van,same day,west,clear,276.1,22.72,1548.66,6,2,45,1,6.14,9.02,3.02,1,5.61,68.16,SLA Breach,Breach,0,
DEL11960,delhivery,van,express,central,rainy,123.5,26.94,748.32,9,2,45,0.75,3.66,5.68,0,0,6.06,27.78,On Time,On Time,0,
DEL11961,shadowfax,van,standard,south,foggy,3.6,32.43,113.79,16,3,45,0.65,0.12,2.79,0,0,31.61,3.51,On Time,On Time,1,
DEL11962,ecom express,ev van,standard,west,rainy,180.8,34.23,1006.69,18,5,40,0.75,6.03,10.32,0,0,5.57,29.41,On Time,On Time,0,
DEL11963,fedex,bike,two day,central,clear,262.9,16.8,1364.9,18,5,35,1,7.51,9.97,0,0,5.19,81.24,On Time,On Time,0,
DEL11964,blue dart,ev van,express,west,rainy,192.8,31.63,1108.89,10,2,40,0.75,6.43,10.36,0.36,1,5.75,35.06,Operational Variance,Breach,0,
DEL11965,fedex,ev bike,express,south,clear,7.9,11.67,124.51,8,1,30,1,0.26,0.91,0,0,15.76,10.67,On Time,On Time,1,
DEL11966,ekart,ev van,standard,south,cold,158.6,38.48,908.44,18,4,40,0.8,4.96,7.58,0,0,5.73,23.61,On Time,On Time,0,
DEL11967,amazon logistics,truck,two day,east,clear,229.7,24.61,1222.33,18,4,38,1,6.04,8.68,0,0,5.32,49.67,On Time,On Time,0,
DEL11968,shadowfax,ev van,same day,central,rainy,131.3,8.99,783.47,5,5,40,0.75,4.38,6.71,1.71,1,5.97,87.15,SLA Risk,Breach,0,
DEL11969,dhl,bike,express,west,rainy,68.5,10.96,425.38,9,3,35,0.75,2.61,4.22,0,0,6.21,38.81,On Time,On Time,0,
DEL11970,shadowfax,ev bike,two day,east,hot,285.3,42.87,1555.11,18,4,30,0.8,11.89,14.07,0,0,5.45,36.28,On Time,On Time,0,
DEL11971,xpressbees,ev bike,express,north,hot,17.9,48.68,285.54,8,2,30,0.8,0.75,1.02,0,0,15.95,5.87,On Time,On Time,1,
DEL11972,xpressbees,ev van,two day,west,cold,15.1,42.61,203.33,16,5,40,0.8,0.47,1.46,0,0,13.47,4.77,On Time,On Time,1,
DEL11973,dhl,bike,two day,west,clear,191.7,29.35,1046.55,18,4,35,1,5.48,7.57,0,0,5.46,35.66,On Time,On Time,0,
DEL11974,shadowfax,truck,express,east,cold,95.1,1.36,529.58,9,4,38,0.8,3.13,3.53,0,0,5.57,389.4,On Time,On Time,0,
DEL11975,delhivery,truck,same day,north,foggy,274.6,2.15,1479.45,6,2,38,0.65,11.12,15.49,9.49,1,5.39,688.12,SLA Breach,Breach,0,
DEL11976,dhl,bike,two day,east,hot,243.3,24.96,1291.38,18,5,35,0.8,8.69,10.9,0,0,5.31,51.74,On Time,On Time,0,
DEL11977,dhl,truck,standard,central,stormy,145,24.52,798.56,17,4,38,0.8,4.77,5.36,0,0,5.51,32.57,On Time,On Time,0,
DEL11978,fedex,van,express,central,foggy,142.5,45.64,899.42,9,5,45,0.65,4.87,6.88,0,0,6.31,19.71,On Time,On Time,0,
DEL11979,ecom express,van,two day,east,rainy,244.3,16.48,1270.94,18,4,45,0.75,7.24,10.99,0,0,5.2,77.12,On Time,On Time,0,
DEL11980,ecom express,ev bike,standard,central,clear,227.8,17.35,1191.05,18,5,30,1,7.59,9.7,0,0,5.23,68.65,On Time,On Time,0,
DEL11981,fedex,ev bike,express,north,rainy,190,19.5,1058.5,10,2,30,0.75,8.44,12.23,2.23,1,5.57,54.28,SLA Risk,Breach,0,
DEL11982,shadowfax,truck,two day,north,rainy,205,26.9,1105.7,18,5,38,0.75,7.19,10.74,0,0,5.39,41.1,On Time,On Time,0,
DEL11983,delhivery,van,same day,west,stormy,269.4,22.55,1514.65,6,1,45,0.8,7.48,9.59,3.59,1,5.62,67.17,SLA Breach,Breach,0,
DEL11984,fedex,ev van,express,central,hot,27.4,39.95,306.85,8,3,40,0.8,0.86,1.52,0,0,11.2,7.68,On Time,On Time,1,
DEL11985,xpressbees,scooter,standard,north,hot,61.8,19.93,368.79,17,4,40,0.8,1.93,2.89,0,0,5.97,18.5,On Time,On Time,0,
DEL11986,xpressbees,van,standard,north,hot,96.3,47.5,624,17,4,45,0.8,2.68,3.66,0,0,6.48,13.14,On Time,On Time,0,
DEL11987,ecom express,van,two day,central,foggy,111.2,12.9,594.7,17,5,45,0.65,3.8,5.8,0,0,5.35,46.1,On Time,On Time,0,
DEL11988,fedex,scooter,same day,central,rainy,38.8,26.72,374.16,4,3,40,0.75,1.29,3.52,0,0,9.64,14,On Time,On Time,1,
DEL11989,ecom express,van,two day,east,foggy,195.6,21.64,1042.92,18,5,45,0.65,6.69,11.18,0,0,5.33,48.19,On Time,On Time,0,
DEL11990,ecom express,ev van,standard,north,foggy,124.8,7.19,645.57,17,5,40,0.65,4.8,7.66,0,0,5.17,89.79,On Time,On Time,0,
DEL11991,shadowfax,bike,express,south,cold,73.7,49.03,565.59,9,4,35,0.8,2.63,3.31,0,0,7.67,11.54,On Time,On Time,0,
DEL11992,delhivery,truck,standard,west,stormy,257.5,35.44,1393.82,18,4,38,0.8,8.47,10.9,0,0,5.41,39.33,On Time,On Time,0,
DEL11993,dhl,van,standard,south,hot,161,23.17,874.51,18,4,45,0.8,4.47,7.28,0,0,5.43,37.74,On Time,On Time,0,
DEL11994,xpressbees,bike,standard,south,rainy,96.4,8.5,507.5,17,3,35,0.75,3.67,5.53,0,0,5.26,59.71,On Time,On Time,0,
DEL11995,shadowfax,scooter,same day,east,rainy,248.3,43.84,1473.02,6,3,40,0.75,8.28,11.81,5.81,1,5.93,33.6,SLA Breach,Breach,0,
DEL11996,ecom express,scooter,standard,east,cold,142.5,18.1,766.8,17,4,40,0.8,4.45,4.75,0,0,5.38,42.36,On Time,On Time,0,
DEL11997,amazon logistics,van,standard,west,hot,126.3,15.76,678.78,17,4,45,0.8,3.51,4.19,0,0,5.37,43.07,On Time,On Time,0,
DEL11998,delhivery,van,two day,east,clear,216.3,1.03,1084.59,18,5,45,1,4.81,7.57,0,0,5.01,1053,On Time,On Time,0,
DEL11999,amazon logistics,truck,express,east,stormy,280.9,44.62,1588.36,10,2,38,0.8,9.24,11.52,1.52,1,5.65,35.6,SLA Risk,Breach,0,
DEL12000,dhl,van,same day,east,clear,215.3,22.63,1244.39,6,2,45,1,4.78,7.01,1.01,1,5.78,54.99,SLA Risk,Breach,0,
DEL12001,amazon logistics,ev bike,same day,west,clear,274.5,33.46,1572.88,6,2,30,1,9.15,11.2,5.2,1,5.73,47.01,SLA Breach,Breach,0,
DEL12002,fedex,van,express,west,clear,297.1,19.92,1601.26,10,4,45,1,6.6,9.19,0,0,5.39,80.38,On Time,On Time,0,
DEL12003,fedex,ev van,standard,north,clear,251.5,48.85,1404.05,18,4,40,1,6.29,8.52,0,0,5.58,28.74,On Time,On Time,0,
DEL12004,delhivery,ev van,express,north,foggy,212.8,9.12,1141.36,10,5,40,0.65,8.18,12.43,2.43,1,5.36,125.15,SLA Risk,Breach,0,
DEL12005,blue dart,ev bike,two day,central,clear,146.9,43.48,864.94,17,5,30,1,4.9,5.38,0,0,5.89,19.89,On Time,On Time,0,
DEL12006,shadowfax,bike,same day,north,stormy,115.3,31.37,770.61,5,4,35,0.8,4.12,5.01,0.01,1,6.68,24.57,Operational Variance,Breach,0,
DEL12007,shadowfax,ev van,same day,east,clear,207.4,40.68,1259.04,6,5,40,1,5.19,7.29,1.29,1,6.07,30.95,SLA Risk,Breach,0,
DEL12008,fedex,ev bike,same day,central,rainy,140.8,22.07,870.21,5,4,30,0.75,6.26,8.25,3.25,1,6.18,39.43,SLA Breach,Breach,0,
DEL12009,blue dart,truck,express,east,clear,152.2,6.88,831.64,10,3,38,1,4.01,6.85,0,0,5.46,120.88,On Time,On Time,0,
DEL12010,fedex,van,express,north,rainy,238.7,26.07,1321.71,10,2,45,0.75,7.07,11.25,1.25,1,5.54,50.7,SLA Risk,Breach,0,
DEL12011,delhivery,ev bike,express,south,clear,243.5,37.55,1380.15,10,5,30,1,8.12,10.94,0.94,1,5.67,36.75,Operational Variance,Breach,0,
DEL12012,blue dart,truck,same day,north,stormy,67.5,21,500.5,5,3,38,0.8,2.22,3.07,0,0,7.41,23.83,On Time,On Time,0,
DEL12013,fedex,ev bike,two day,north,foggy,183.3,40.38,1037.64,18,5,30,0.65,9.4,13.67,0,0,5.66,25.7,On Time,On Time,0,
DEL12014,shadowfax,truck,standard,south,cold,291.4,42.76,1585.28,18,4,38,0.8,9.59,12.03,0,0,5.44,37.07,On Time,On Time,0,
DEL12015,shadowfax,ev bike,express,south,hot,268.2,40.6,1512.8,10,5,30,0.8,11.18,13.69,3.69,1,5.64,37.26,SLA Breach,Breach,0,
DEL12016,ecom express,ev van,express,west,foggy,11.6,22.58,175.74,8,3,40,0.65,0.45,2.73,0,0,15.15,7.78,On Time,On Time,1,
DEL12017,amazon logistics,ev bike,two day,central,foggy,255,18.76,1331.28,18,4,30,0.65,13.08,17.88,0,0,5.22,70.96,On Time,On Time,0,
DEL12018,dhl,scooter,standard,east,clear,263,23.93,1386.79,18,4,40,1,6.58,9.44,0,0,5.27,57.95,On Time,On Time,0,
DEL12019,amazon logistics,ev van,standard,east,stormy,82.2,17.59,463.77,17,3,40,0.8,2.57,3.12,0,0,5.64,26.37,On Time,On Time,0,
DEL12020,delhivery,ev bike,same day,central,stormy,290.6,10.27,1583.81,6,2,30,0.8,12.11,15.1,9.1,1,5.45,154.22,SLA Breach,Breach,0,
DEL12021,amazon logistics,van,express,south,foggy,129.1,16.05,743.65,9,2,45,0.65,4.41,7.32,0,0,5.76,46.33,On Time,On Time,0,
DEL12022,dhl,bike,standard,east,rainy,225,24.71,1199.13,18,5,35,0.75,8.57,12.92,0,0,5.33,48.53,On Time,On Time,0,
DEL12023,xpressbees,ev van,same day,east,stormy,13.4,29.59,255.77,4,5,40,0.8,0.42,0.8,0,0,19.09,8.64,On Time,On Time,1,
DEL12024,ecom express,truck,two day,central,stormy,49.8,49.21,396.63,16,5,38,0.8,1.64,2.54,0,0,7.96,8.06,On Time,On Time,0,
DEL12025,xpressbees,van,standard,south,rainy,123.7,34.16,720.98,17,4,45,0.75,3.67,5.87,0,0,5.83,21.11,On Time,On Time,0,
DEL12026,ecom express,truck,same day,east,hot,30.4,18.28,306.84,4,4,38,0.8,1,1.75,0,0,10.09,16.79,On Time,On Time,1,
DEL12027,delhivery,bike,express,south,rainy,177.2,7.29,957.87,10,2,35,0.75,6.75,10.27,0.27,1,5.41,131.4,Operational Variance,Breach,0,
DEL12028,blue dart,ev bike,standard,south,foggy,78.4,42.76,520.28,17,5,30,0.65,4.02,6.28,0,0,6.64,12.17,On Time,On Time,0,
DEL12029,shadowfax,scooter,same day,west,cold,86,16.26,578.78,5,5,40,0.8,2.69,3.67,0,0,6.73,35.6,On Time,On Time,0,
DEL12030,fedex,scooter,two day,central,hot,201.3,47.11,1147.83,18,4,40,0.8,6.29,8.85,0,0,5.7,24.36,On Time,On Time,0,
DEL12031,blue dart,truck,express,north,foggy,150.8,9.86,833.58,10,3,38,0.65,6.11,10.45,0.45,1,5.53,84.54,Operational Variance,Breach,0,
DEL12032,xpressbees,truck,standard,central,stormy,66,26.4,409.2,17,5,38,0.8,2.17,2.33,0,0,6.2,15.5,On Time,On Time,0,
DEL12033,delhivery,bike,standard,east,foggy,64.1,35.4,426.7,17,4,35,0.65,2.82,5.82,0,0,6.66,12.05,On Time,On Time,0,
DEL12034,ecom express,truck,same day,central,rainy,100,9.07,627.21,5,5,38,0.75,3.51,5.98,0.98,1,6.27,69.15,Operational Variance,Breach,0,
DEL12035,blue dart,bike,express,west,clear,95.9,6.24,548.22,9,4,35,1,2.74,3.15,0,0,5.72,87.86,On Time,On Time,0,
DEL12036,fedex,ev van,same day,north,hot,277.5,16.33,1536.49,6,5,40,0.8,8.67,11.32,5.32,1,5.54,94.09,SLA Breach,Breach,0,
DEL12037,amazon logistics,van,standard,north,cold,224.4,49.11,1269.33,18,5,45,0.8,6.23,8.72,0,0,5.66,25.85,On Time,On Time,0,
DEL12038,fedex,van,same day,central,cold,81.3,20.98,569.44,5,4,45,0.8,2.26,2.95,0,0,7,27.14,On Time,On Time,0,
DEL12039,xpressbees,truck,standard,west,foggy,284.5,16.76,1472.78,18,3,38,0.65,11.52,15.72,0,0,5.18,87.87,On Time,On Time,0,
DEL12040,xpressbees,bike,standard,central,foggy,274.9,18.58,1430.24,18,5,35,0.65,12.08,16.33,0,0,5.2,76.98,On Time,On Time,0,
DEL12041,ecom express,bike,standard,north,hot,257,49.52,1434.34,18,4,35,0.8,9.18,11.89,0,0,5.58,28.96,On Time,On Time,0,
DEL12042,fedex,ev van,two day,north,foggy,219.8,4.73,1113.19,18,4,40,0.65,8.45,12.72,0,0,5.06,235.35,On Time,On Time,0,
DEL12043,ecom express,truck,two day,central,hot,231.1,1.03,1158.59,18,4,38,0.8,7.6,9.64,0,0,5.01,1124.84,On Time,On Time,0,
DEL12044,fedex,scooter,express,central,foggy,142.7,27.58,846.24,9,2,40,0.65,5.49,7.73,0,0,5.93,30.68,On Time,On Time,0,
DEL12045,ecom express,truck,standard,south,cold,88.7,34.5,547,17,5,38,0.8,2.92,3.28,0,0,6.17,15.86,On Time,On Time,0,
DEL12046,xpressbees,ev van,two day,central,cold,157.7,5.96,806.38,18,5,40,0.8,4.93,7.77,0,0,5.11,135.3,On Time,On Time,0,
DEL12047,blue dart,ev bike,standard,north,cold,228.7,5.12,1158.86,18,4,30,0.8,9.53,12.51,0,0,5.07,226.34,On Time,On Time,0,
DEL12048,shadowfax,van,express,south,hot,114.9,30.42,715.76,9,4,45,0.8,3.19,3.21,0,0,6.23,23.53,On Time,On Time,0,
DEL12049,amazon logistics,truck,two day,north,clear,99,43.93,626.79,17,4,38,1,2.61,3.59,0,0,6.33,14.27,On Time,On Time,0,
DEL12050,blue dart,ev van,express,east,hot,45.8,16.57,328.71,8,3,40,0.8,1.43,2.31,0,0,7.18,19.84,On Time,On Time,0,
DEL12051,amazon logistics,scooter,two day,east,clear,229.5,21.01,1210.53,18,4,40,1,5.74,8.65,0,0,5.27,57.62,On Time,On Time,0,
DEL12052,delhivery,ev bike,express,west,hot,199.4,3.75,1058.25,10,2,30,0.8,8.31,11.27,1.27,1,5.31,282.2,SLA Risk,Breach,0,
DEL12053,amazon logistics,ev van,express,south,cold,163.4,43.69,998.07,10,1,40,0.8,5.11,7.36,0,0,6.11,22.84,On Time,On Time,0,
DEL12054,amazon logistics,van,express,east,cold,92.9,5.46,530.88,9,5,45,0.8,2.58,3.12,0,0,5.71,97.23,On Time,On Time,0,
DEL12055,blue dart,ev van,two day,east,rainy,166.7,18.23,888.19,18,3,40,0.75,5.56,9.55,0,0,5.33,48.72,On Time,On Time,0,
DEL12056,xpressbees,bike,express,south,hot,17.1,8.61,161.33,8,4,35,0.8,0.61,1.23,0,0,9.43,18.74,On Time,On Time,1,
DEL12057,blue dart,van,two day,central,cold,46.4,18.89,288.67,16,4,45,0.8,1.29,1.35,0,0,6.22,15.28,On Time,On Time,0,
DEL12058,shadowfax,scooter,two day,central,clear,89.5,46.69,587.57,17,4,40,1,2.24,2.91,0,0,6.57,12.58,On Time,On Time,0,
DEL12059,ecom express,bike,same day,north,foggy,30.5,33.88,354.14,4,4,35,0.65,1.34,3.42,0,0,11.61,10.45,On Time,On Time,1,
DEL12060,blue dart,truck,express,south,rainy,9.8,12.37,136.11,8,1,38,0.75,0.34,2.79,0,0,13.89,11,On Time,On Time,1,
DEL12061,blue dart,truck,same day,south,foggy,68.6,45.42,579.26,5,4,38,0.65,2.78,5.33,0.33,1,8.44,12.75,Operational Variance,Breach,0,
DEL12062,dhl,van,express,south,cold,264.6,28.42,1458.26,10,2,45,0.8,7.35,9.8,0,0,5.51,51.31,On Time,On Time,0,
DEL12063,dhl,ev van,same day,north,rainy,3.6,29,201.5,4,4,40,0.75,0.12,1.64,0,0,55.97,6.95,On Time,On Time,1,
DEL12064,delhivery,scooter,same day,south,hot,240.4,17.91,1355.73,6,5,40,0.8,7.51,9.54,3.54,1,5.64,75.7,SLA Breach,Breach,0,
DEL12065,fedex,ev bike,two day,west,cold,171.4,10.06,887.18,18,5,30,0.8,7.14,9.89,0,0,5.18,88.19,On Time,On Time,0,
DEL12066,ekart,truck,two day,south,cold,15.7,40.19,199.07,16,3,38,0.8,0.52,0.57,0,0,12.68,4.95,On Time,On Time,1,
DEL12067,blue dart,ev van,express,west,clear,126.1,44.35,813.55,9,5,40,1,3.15,3.55,0,0,6.45,18.34,On Time,On Time,0,
DEL12068,ekart,bike,two day,north,cold,190.4,10.05,982.15,18,5,35,0.8,6.8,9.32,0,0,5.16,97.73,On Time,On Time,0,
DEL12069,delhivery,ev van,two day,central,stormy,25.3,2.01,132.53,16,3,40,0.8,0.79,1.03,0,0,5.24,65.94,On Time,On Time,0,
DEL12070,ecom express,bike,express,east,cold,33.2,27.61,298.83,8,5,35,0.8,1.19,1.64,0,0,9,10.82,On Time,On Time,1,
DEL12071,ecom express,ev bike,standard,west,hot,33.2,46.74,306.22,16,4,30,0.8,1.38,2.03,0,0,9.22,6.55,On Time,On Time,1,
DEL12072,dhl,ev bike,express,east,hot,226.5,16.9,1233.2,10,2,30,0.8,9.44,12.09,2.09,1,5.44,72.97,SLA Risk,Breach,0,
DEL12073,amazon logistics,bike,same day,west,foggy,26.8,31.38,328.14,4,4,35,0.65,1.18,3.25,0,0,12.24,10.46,On Time,On Time,1,
DEL12074,fedex,bike,standard,east,clear,188,7.61,962.83,18,4,35,1,5.37,8.29,0,0,5.12,126.52,On Time,On Time,0,
DEL12075,ecom express,bike,two day,north,rainy,90.7,40.27,574.31,17,5,35,0.75,3.46,5.25,0,0,6.33,14.26,On Time,On Time,0,
DEL12076,blue dart,bike,two day,south,stormy,179.8,28.83,985.49,18,3,35,0.8,6.42,8.64,0,0,5.48,34.18,On Time,On Time,0,
DEL12077,ekart,bike,standard,central,clear,8.3,28.32,126.46,16,4,35,1,0.24,0.26,0,0,15.24,4.47,On Time,On Time,1,
DEL12078,xpressbees,ev van,express,south,clear,158.1,24.49,913.97,10,4,40,1,3.95,6.94,0,0,5.78,37.32,On Time,On Time,0,
DEL12079,blue dart,scooter,express,north,rainy,246.5,34.6,1386.3,10,2,40,0.75,8.22,12.26,2.26,1,5.62,40.07,SLA Risk,Breach,0,
DEL12080,amazon logistics,ev bike,two day,east,hot,233.8,13.17,1208.51,18,5,30,0.8,9.74,12.19,0,0,5.17,91.76,On Time,On Time,0,
DEL12081,dhl,bike,two day,west,cold,160.2,43.65,931.95,18,4,35,0.8,5.72,8.08,0,0,5.82,21.35,On Time,On Time,0,
DEL12082,dhl,truck,same day,central,hot,64.4,33.53,522.59,5,4,38,0.8,2.12,3.07,0,0,8.11,15.59,On Time,On Time,0,
DEL12083,fedex,van,same day,central,foggy,228.8,26.91,1324.73,6,2,45,0.65,7.82,12.49,6.49,1,5.79,49.23,SLA Breach,Breach,0,
DEL12084,amazon logistics,truck,two day,central,stormy,163.4,47.93,960.79,18,5,38,0.8,5.38,7.78,0,0,5.88,20.05,On Time,On Time,0,
DEL12085,delhivery,ev bike,same day,south,clear,87.7,30.35,629.55,5,4,30,1,2.92,3.3,0,0,7.18,20.74,On Time,On Time,0,
DEL12086,xpressbees,scooter,same day,west,stormy,278.6,47.01,1632.7206,6,2,40,0.8,8.71,11.69,5.69,1,5.86,34.73,SLA Breach,Breach,0,
DEL12087,amazon logistics,bike,two day,south,foggy,160.1,8.75,826.75,18,4,35,0.65,7.04,11.89,0,0,5.16,94.49,On Time,On Time,0,
DEL12088,amazon logistics,scooter,same day,central,foggy,271.4,6.79,1477.37,6,2,40,0.65,10.44,14.88,8.88,1,5.44,217.58,SLA Breach,Breach,0,
DEL12089,ecom express,ev bike,standard,south,stormy,129.7,9.4,676.7,17,4,30,0.8,5.4,5.82,0,0,5.22,71.99,On Time,On Time,0,
DEL12090,amazon logistics,truck,express,west,foggy,136.6,41.97,858.91,9,3,38,0.65,5.53,7.62,0,0,6.29,20.46,On Time,On Time,0,
DEL12091,fedex,ev van,same day,central,stormy,108.1,30.27,731.31,5,4,40,0.8,3.38,4.28,0,0,6.77,24.16,On Time,On Time,0,
DEL12092,fedex,ev van,two day,east,cold,114.4,49.52,721.13,17,5,40,0.8,3.58,4.48,0,0,6.3,14.56,On Time,On Time,0,
DEL12093,dhl,bike,same day,east,clear,103.1,8.54,641.12,5,5,35,1,2.95,3.91,0,0,6.22,75.07,On Time,On Time,0,
DEL12094,amazon logistics,bike,express,east,cold,227.7,28.21,1273.13,10,3,35,0.8,8.13,11.03,1.03,1,5.59,45.13,SLA Risk,Breach,0,
DEL12095,dhl,bike,standard,south,rainy,84.8,6.13,442.39,17,5,35,0.75,3.23,5.32,0,0,5.22,72.17,On Time,On Time,0,
DEL12096,shadowfax,scooter,two day,north,hot,67.7,43.76,469.78,17,4,40,0.8,2.12,2.81,0,0,6.94,10.74,On Time,On Time,0,
DEL12097,delhivery,van,standard,east,hot,263.1,42.36,1442.58,18,4,45,0.8,7.31,9.35,0,0,5.48,34.06,On Time,On Time,0,
DEL12098,ekart,bike,standard,west,cold,293.5,39.75,1586.75,18,3,35,0.8,10.48,12.84,0,0,5.41,39.92,On Time,On Time,0,
DEL12099,ekart,ev van,same day,west,cold,155.2,11.99,911.97,6,5,40,0.8,4.85,7.74,1.74,1,5.88,76.06,SLA Risk,Breach,0,
DEL12100,dhl,van,same day,north,rainy,49.7,22.45,415.85,4,5,45,0.75,1.47,3.52,0,0,8.37,18.52,On Time,On Time,0,
DEL12101,fedex,ev bike,same day,west,stormy,30.7,43.24,383.22,4,3,30,0.8,1.28,1.68,0,0,12.48,8.86,On Time,On Time,1,
DEL12102,xpressbees,ev van,express,south,cold,184.4,31.84,1067.52,10,3,40,0.8,5.76,8.4,0,0,5.79,33.53,On Time,On Time,0,
DEL12103,dhl,bike,same day,west,clear,234.4,4.85,1286.55,6,2,35,1,6.7,8.85,2.85,1,5.49,265.27,SLA Risk,Breach,0,
DEL12104,blue dart,van,express,east,stormy,214.7,40.4,1244.7,10,2,45,0.8,5.96,8.53,0,0,5.8,30.81,On Time,On Time,0,
DEL12105,fedex,ev bike,express,central,cold,268.7,19.22,1451.16,10,2,30,0.8,11.2,13.94,3.94,1,5.4,75.5,SLA Breach,Breach,0,
DEL12106,delhivery,ev van,standard,north,foggy,125.2,5.68,643.04,17,5,40,0.65,4.82,7.66,0,0,5.14,113.21,On Time,On Time,0,
DEL12107,amazon logistics,ev bike,same day,south,foggy,281.8,22.62,1576.86,6,4,30,0.65,14.45,19.42,13.42,1,5.6,69.71,SLA Breach,Breach,0,
DEL12108,xpressbees,scooter,same day,west,foggy,205.1,2.95,1134.35,6,2,40,0.65,7.89,12.15,6.15,1,5.53,384.53,SLA Breach,Breach,0,
DEL12109,ekart,scooter,express,south,hot,224.5,3.73,1183.69,10,5,40,0.8,7.02,9.91,0,0,5.27,317.34,On Time,On Time,0,
DEL12110,ekart,ev bike,same day,south,clear,191.4,19.49,1115.47,6,3,30,1,6.38,9.24,3.24,1,5.83,57.23,SLA Breach,Breach,0,
DEL12111,delhivery,truck,standard,west,rainy,25.5,41.04,250.62,16,5,38,0.75,0.89,3.15,0,0,9.83,6.11,On Time,On Time,1,
DEL12112,dhl,scooter,same day,east,clear,263,3.45,1425.35,6,5,40,1,6.58,9.47,3.47,1,5.42,413.14,SLA Breach,Breach,0,
